	X1	X2	Z	Y	p	p_pred
687	1.20055152	0.537460526	1	4.494337329	0.804614307	0.822802131
688	1.838184966	0.883960771	1	6.912309313	0.870985894	0.68549712
689	1.026272185	0.325320117	1	4.612877618	0.765784436	0.857207918
690	-0.399230976	-0.532369835	1	0.103489383	0.261561173	0.930428002
691	0.853683879	-0.465340449	1	0.2046965	0.642669679	0.915732453
693	0.419813714	0.768866248	0	0.295933366	0.736390103	0.870168574
694	1.776616481	-0.558482124	1	2.113526118	0.847385246	0.911700468
695	0.859897238	-0.113028926	1	2.311621033	0.689003553	0.896461185
697	-0.164578344	0.230956191	1	1.63993543	0.521332802	0.91810846
699	-0.925694202	0.909750085	1	0.901828018	0.599919829	0.94640754
700	0.515604016	0.45513501	0	0.456952413	0.701280786	0.879613578
